text,created_at
People now realize it is a Democrat Hoax! https://t.co/6O3lFa2wU7,11/27/2019 22:06
https://t.co/11nzKwOCtU,11/27/2019 15:54
GOD BLESS THE U.S.A.! #MAGAhttps://t.co/CYkQGHAgcx,11/27/2019 14:45
https://t.co/Jd7IbQBUvu,11/27/2019 3:18
THANK YOU FLORIDA! #KAG2020 https://t.co/mNB4KMEj9u,11/27/2019 3:09
“OMB Official: Ukraine Aid Held Up Because Other Countries Weren't Giving” https://t.co/nYwMq3M5SB,11/27/2019 2:50
https://t.co/1EYKod0tee,11/26/2019 21:28
...love to have Mike Pompeo Rick Perry Mick Mulvaney and many others testify about the phony Impeachment Hoax. It is a Democrat Scam that is going nowhere but future Presidents should in no way be compromised. What has happened to me should never happen to another President!,11/26/2019 15:43
...lawyer has already stated that I did nothing wrong. John Bolton is a patriot and may know that I held back the money from Ukraine because it is considered a corrupt country &amp; I wanted to know why nearby European countries weren’t putting up money also. Likewise I would....,11/26/2019 15:43
The D.C. Wolves and Fake News Media are reading far too much into people being forced by Courts to testify before Congress. I am fighting for future Presidents and the Office of the President. Other than that I would actually like people to testify. Don McGahn’s respected....,11/26/2019 15:43
When the Military rips down an old &amp; badly broken Border Wall in an important location &amp; replaces it with a brand new 30 ft. high Steel &amp; Concrete Wall Nancy Pelosi says we are not building a Wall. Wrong and it is going up fast. Brandon Judd just gave us great marks! @FoxNews,11/26/2019 11:53
I will always protect our great warfighters. I’ve got your backs!,11/26/2019 11:33
Great job Heather! https://t.co/8OX8wkug4t,11/26/2019 11:23
“Poll shows Dems losing interest in Impeachment inquiry all across the board. These Polls are actually devastating to the Democrats. But the writing was on the wall. He’s done so many great things. He’s devastated ISIS &amp; killed AlBaghdadi building Wall.” Jason Meister @FoxNews,11/26/2019 11:14
https://t.co/Rya9MUlX1v,11/26/2019 4:38
“Democrats committed to impeaching Trump for no reason.” Will backfire into big 2020 Victory for Republicans! @IngrahamAngle,11/26/2019 4:16
“DOW NASDAQ S&amp;P 500 CLOSE AT RECORD HIGHS” https://t.co/q8IuuuUGjb,11/25/2019 22:25
https://t.co/BETsNAWsNs,11/25/2019 20:37
Another new Stock Market Record. Enjoy!,11/25/2019 15:05
“The Democrats are getting hit and slammed on Impeachment. It is getting less and less popular by the day.” @kilmeade @foxandfriends,11/25/2019 14:56
Support for Impeachment is dropping like a rock down into the 20’s in some Polls. Dems should now get down to work and finally approve USMCA and much more!,11/25/2019 12:54
“President Trump is facing a process which is unprecedented for its unfairness.” Sam Dewey,11/25/2019 12:25
....honors that he has earned including his Trident Pin. Admiral and now Ambassador to Norway Ken Braithwaite will be nominated by me to be the new Secretary of the Navy. A man of great achievement and success I know Ken will do an outstanding job!,11/24/2019 23:33
....contracting procedures were not addressed to my satisfaction. Therefore Secretary of the Navy Richard Spencer’s services have been terminated by Secretary of Defense Mark Esper. I thank Richard for his service &amp; commitment. Eddie will retire peacefully with all of the.....,11/24/2019 23:33
I was not pleased with the way that Navy Seal Eddie Gallagher’s trial was handled by the Navy. He was treated very badly but despite this was completely exonerated on all major charges. I then restored Eddie’s rank. Likewise large cost overruns from past administration’s.....,11/24/2019 23:32
Democrats going back to their Districts for Thanksgiving are getting absolutely hammered by their constituents over the phony Impeachment Scam. Republicans will have a great #2020 Election!,11/24/2019 22:42
“The whole Russia thing was a Hoax and the Ukraine thing is a Hoax and the Democrats are a Joke. This is a disaster for them!” @DevinNunes @FoxNews The Do Nothing Democrats are hurting our Country and they don’t care!,11/24/2019 22:16
The Impeachment Scam is driving Republican Poll Numbers UP UP UP! Thank you Shifty.,11/24/2019 22:01
This is a great and well reseached book on Justice K. The Ruth Marcus book is a badly written &amp; reseached disaster. So many incorrect facts. Fake News just like the @washingtonpost! https://t.co/i6GwghuEsU,11/24/2019 19:58
Witch Hunt! https://t.co/CvZtyHMsGo,11/24/2019 19:44
But I did nothing wrong. Read the Transcripts (2)! https://t.co/Ef9O5kOgrg,11/24/2019 19:14
100% Correct! https://t.co/VJfkmaraGV,11/24/2019 19:10
Agnes your great boy Ronald is looking down very proud of you! https://t.co/BHPu6IIdAN,11/24/2019 19:08
Exclusive: Elise Stefanik Reflects on Her Two-Week Whirlwind https://t.co/5SownqVBuD,11/24/2019 19:07
The Unspoken Truth: What Impeachment Exposed About Trump and 2020 https://t.co/pYTYBcD55I,11/24/2019 18:35
This is the real story behind the Do Nothing Democrats! https://t.co/4tPTICdSR1,11/24/2019 18:30
Too bad we didn’t have the G-7 here. I offered to pick up the entire cost would have saved at least $35000000 for the USA. Best location. Very stupid people thought I would gain. Wrong! Looking at Camp David. Will announce soon. https://t.co/8RF7IHVyxN,11/24/2019 14:43
Polls have now turned very strongly against Impeachment especially in swing states. 75% to 25%. Thank you!,11/24/2019 12:34
Nancy Pelosi Adam Schiff AOC and the rest of the Democrats are not getting important legislation done hence the Do Nothing Democrats. USMCA National Defense Authorization Act Gun Safety Prescription Drug Prices &amp; Infrastructure are dead in the water because of the Dems!,11/24/2019 12:30
Navy Seal Eddie Gallagher will be on @foxandfriends this morning at 7:30 A.M. Have no fear all will end well for everyone!,11/24/2019 12:11
Pushed hard to have Apple build in USA! https://t.co/BRfXBkJdc2,11/24/2019 4:53
https://t.co/XexXL5HYRU,11/24/2019 4:21
https://t.co/x7ATRLwGpY,11/24/2019 4:20
https://t.co/iSzJDM7CZw,11/24/2019 4:19
95% Approval Rate in the Republican Party a record! Thank you!,11/23/2019 22:57
Thank you Kevin for the nice words! https://t.co/DfY1V38EhD,11/23/2019 22:37
....Sondland said Trump told him. None of this will move the needle for anyone. And now Dems in Swing Districts head home for Thanksgiving to hear from voters. Pelosi &amp; Co. are putting on a show to appease the Democratic base instead of doing the work ALL Americans need done.”,11/23/2019 20:17
....ANY DIRECT EVIDENCE THAT PRESIDENT TRUMP DID ANYTHING IMPEACHABLE. No one heard him order a quid pro quo. No one offered a convincing reason why Trump’s interest in having Ukraine probe potential cortuption warrants Impeachment. “I want no Quid Pro Quo” Ambassador....,11/23/2019 19:52
....Sondland said Trump told him. None of this will move the needle for anyone. And now Dems in Swing Districts head home for Thanksgiving to hear from voters. Pelosi &amp; Co. are putting on a show to appease the Democratic base instead if doing the work ALL Americans need done.”,11/23/2019 19:52
NEW YORK POST EDITORIAL. “Worse Than Pointless. All those hours of televised testimony plainly failed on their announced goal: to change American’s minds. Part of the problem is that Democrats already leaked the best evidence they had. More important NOT ONE WITNESS OFFERED.....,11/23/2019 19:52
Daniel Cameron who just won the A.G. race in the Great Commonwealth of Kentucky is a young and very talented political star. You will be hearing much from Cameron in the years to come!,11/23/2019 17:18
.....Brennan too. And the Whistleblower also worked for Susan Rice. It’s an understatement to say that this is a Witch Hunt.” @IngrahamAngle  They spied on my campaign!,11/23/2019 17:05
“The Democrats dirty tricks have started this whole thing. The Whistleblower the guy who took his case to Schiff’s staff first is what really blows the lid off this entire saga. He worked for Biden on Ukraine policy when Biden was VP. He worked for deep state henchman John,11/23/2019 17:05
Daniel Cameron who just won the A.G. race in the Great Commonwealth of Kentucky is a young and very talented political star. You will be hearing much from Cameron in the yesrs to come!,11/23/2019 17:02
Joe Concha The Hill: “In Emerson College Poll Impeachment among independents 49% Oppose 34% Support. You see why Pelosi is reluctant to go in with this. Dems have to go home and explain why they haven’t done something on Opioid crisis drug prices USMCA the Border etc.,11/23/2019 16:25
Adam Schiff will be compelled to testify should the Democrats decide despite the fact that my presidential conversations were totally appropriate (perfect) to go forward with the Impeachment Hoax. Polls have now turned very strongly against Impeachment!,11/23/2019 15:17
“The support for Impeachment is not there. I think the Democrats will have to come up with a new game plan.” @jasoninthehouse @FoxNews,11/23/2019 2:28
https://t.co/Mn4EJ7Jbh8,11/22/2019 23:55
...House Republicans are showing real LEADERSHIP and prepared to enact bipartisan solutions for drug prices. Do Nothing Democrats are playing partisan politics with YOUR drug prices! We are READY to work together if they actually want to get something done!,11/22/2019 19:04
